Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::__rehash_policy()  [206]
                0.00    0.00       1/2           Prime_rehash_policy::_M_bkt_for_elements(unsigned long)  [200]
-----------------------------------------------
                0.00    0.00 3068837/10486086     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_bucket_index(Hash_node_value, false> &, unsigned long)  [37]
                0.00    0.00 7417249/10486086     Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_M_equals(unsigned int &, unsigned long, Hash_node_value, false> &)  [19]
[41]     1.0    0.00    0.01 10486086         decltype ((get)((forward &>)({parm#1}))) Select1st::operator() &>(pair &)  [41]
                0.01    0.00 10486086/10486086     pair & forward &>(remove_reference &>::type&) [44]
                0.00    0.00 10486086/10486086     tuple_element >::type & get(pair &) [93]
-----------------------------------------------
                0.00    0.00 3068837/10486086     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_bucket_index(Hash_node_value, false> &, unsigned long)  [37]
                0.00    0.00 7417249/10486086     Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_M_equals(unsigned int &, unsigned long, Hash_node_value, false> &)  [19]
[42]     1.0    0.00    0.01 10486086         Hash_node_value_base >::_M_v()  [42]
                0.01    0.00 10486086/10486086     Hash_node_value_base >::_M_valptr()  [43]
-----------------------------------------------
                0.01    0.00 10486086/10486086     Hash_node_value_base >::_M_v()  [42]
[43]     1.0    0.01    0.00 10486086         Hash_node_value_base >::_M_valptr()  [43]
                0.00    0.00 10486086/10486086     __gnu_cxx::__aligned_buffer >::_M_ptr()  [90]
-----------------------------------------------
                0.01    0.00 10486086/10486086     decltype ((get)((forward &>)({parm#1}))) Select1st::operator() &>(pair &)  [41]
[44]     1.0    0.01    0.00 10486086         pair & forward &>(remove_reference &>::type&) [44]
-----------------------------------------------
                0.01    0.00 9699612/9699612     Node_iterator, false, false>::_Node_iterator(Hash_node, false>*) [29]
[45]     1.0    0.01    0.00 9699612         Node_iterator_base, false>::_Node_iterator_base(Hash_node, false>*) [45]
-----------------------------------------------
                0.01    0.00 1736259/1736259     deque >::front() [47]
[46]     1.0    0.01    0.00 1736259         _Deque_iterator::operator*()  [46]
-----------------------------------------------
                0.00    0.01 1736259/1736259     queue > >::front() [48]
[47]     1.0    0.00    0.01 1736259         deque >::front() [47]
                0.01    0.00 1736259/1736259     _Deque_iterator::operator*()  [46]
                0.00    0.00 1736259/1736260     deque >::begin() [114]
-----------------------------------------------
                0.00    0.01 1736259/1736259     solve(State &, int) [2]
[48]     1.0    0.00    0.01 1736259         queue > >::front() [48]
                0.00    0.01 1736259/1736259     deque >::front() [47]
-----------------------------------------------
                0.01    0.00  620743/620743      solve(State &, int) [2]
[49]     1.0    0.01    0.00  620743         outputH(unsigned int) [49]
-----------------------------------------------
                0.01    0.00  580567/580567      unsigned int & __get_helper(_Tuple_impl&) [54]
[50]     1.0    0.01    0.00  580567         _Tuple_impl::_M_head(_Tuple_impl&) [50]
                0.00    0.00  580567/580567      _Head_base::_M_head(_Head_base&) [137]
-----------------------------------------------
                0.00    0.01  580567/580567      Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [36]
[51]     1.0    0.00    0.01  580567         void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [51]
                0.00    0.01  580567/580567      decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [55]
                0.00    0.00  580567/2322272     tuple&& forward >(remove_reference >::type&) [109]
                0.00    0.00  580567/2322268     tuple&& forward >(remove_reference >::type&) [110]
                0.00    0.00  580567/2322272     piecewise_construct_t & forward(remove_reference::type&) [108]
-----------------------------------------------
                0.00    0.01  580567/580567      decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [55]
[52]     1.0    0.00    0.01  580567         pair::pair(piecewise_construct_t, tuple, tuple) [52]
                0.00    0.01  580567/580567      pair::pair(tuple&, tuple&, _Index_tuple, _Index_tuple) [53]
-----------------------------------------------
                0.00    0.01  580567/580567      pair::pair(piecewise_construct_t, tuple, tuple) [52]
[53]     1.0    0.00    0.01  580567         pair::pair(tuple&, tuple&, _Index_tuple, _Index_tuple) [53]
                0.00    0.01  580567/580567      tuple_element >::type& get(tuple&) [56]
                0.00    0.00  580567/580567      unsigned int & forward(remove_reference::type&) [143]
-----------------------------------------------
                0.00    0.01  580567/580567      tuple_element >::type& get(tuple&) [56]
[54]     1.0    0.00    0.01  580567         unsigned int & __get_helper(_Tuple_impl&) [54]
                0.01    0.00  580567/580567      _Tuple_impl::_M_head(_Tuple_impl&) [50]
-----------------------------------------------
                0.00    0.01  580567/580567      void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [51]
[55]     1.0    0.00    0.01  580567         decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [55]
                0.00    0.01  580567/580567      pair::pair(piecewise_construct_t, tuple, tuple) [52]
                0.00    0.00  580567/2322272     piecewise_construct_t & forward(remove_reference::type&) [108]
                0.00    0.00  580567/2322268     tuple&& forward >(remove_reference >::type&) [110]
                0.00    0.00  580567/580567      tuple::tuple(tuple&&) [141]
                0.00    0.00  580567/2322272     tuple&& forward >(remove_reference >::type&) [109]
                0.00    0.00  580567/2897395     operator new(unsigned long, void*) [105]
-----------------------------------------------
                0.00    0.01  580567/580567      pair::pair(tuple&, tuple&, _Index_tuple, _Index_tuple) [53]
[56]     1.0    0.00    0.01  580567         tuple_element >::type& get(tuple&) [56]
                0.00    0.01  580567/580567      unsigned int & __get_helper(_Tuple_impl&) [54]
-----------------------------------------------
                0.00    0.00  124062/372178      operator-(_Deque_iterator &, _Deque_iterator &) [71]
                0.00    0.00  248116/372178      _Deque_iterator::_M_set_node(State**) [63]
[57]     1.0    0.01    0.00  372178         _Deque_iterator::_S_buffer_size() [57]
                0.00    0.00  372178/620218      __deque_buf_size(unsigned long) [117]
-----------------------------------------------
                                                 
[58]     1.0    0.01    0.00                 State** __copy_move_backward::__copy_move_b(State* *, State* *, State**) [58]
-----------------------------------------------
                0.00    0.00 4559522/4559522     unordered_map, equal_to, allocator > >::end() [60]
[59]     0.9    0.00    0.00 4559522         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::end() [59]
                0.00    0.00 4559522/9699612     Node_iterator, false, false>::_Node_iterator(Hash_node, false>*) [29]
-----------------------------------------------
                0.00    0.00 4559522/4559522     solve(State &, int) [2]
[60]     0.9    0.00    0.00 4559522         unordered_map, equal_to, allocator > >::end() [60]
                0.00    0.00 4559522/4559522     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::end() [59]
-----------------------------------------------
                0.00    0.00  124018/124018      deque >::push_back(State &) [24]
[61]     0.8    0.00    0.00  124018         void deque >::_M_push_back_aux(State &) [61]
                0.00    0.00  124018/124062      deque >::size()  [70]
                0.00    0.00  124018/248116      _Deque_iterator::_M_set_node(State**) [63]
                0.00    0.00  124018/1736259     void allocator_traits >::construct(allocator&, State*, State &) [31]
                0.00    0.00  124018/124018      deque >::_M_reserve_map_at_back(unsigned long) [73]
                0.00    0.00  124018/124018      deque >::max_size()  [152]
                0.00    0.00  124018/3596536     State & forward(remove_reference::type&) [104]
                0.00    0.00  124018/124019      _Deque_base >::_M_allocate_node() [148]
-----------------------------------------------
                0.00    0.00  289568/1991598     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_bucket_begin(unsigned long, Hash_node, false>*) [72]
                0.00    0.00 1702030/1991598     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_find_before_node(unsigned long, unsigned int &, unsigned long)  [4]
[62]     0.8    0.00    0.00 1991598         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_bucket_index(Hash_node_value, false> &)  [62]
                0.00    0.00 1991598/3068837     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_bucket_index(Hash_node_value, false> &, unsigned long)  [37]
-----------------------------------------------
                0.00    0.00       2/248116      _Deque_base >::_M_initialize_map(unsigned long) [76]
                0.00    0.00      78/248116      deque >::_M_reallocate_map(unsigned long, bool) [74]
                0.00    0.00  124018/248116      void deque >::_M_push_back_aux(State &) [61]
                0.00    0.00  124018/248116      deque >::_M_pop_front_aux() [33]
[63]     0.7    0.00    0.00  248116         _Deque_iterator::_M_set_node(State**) [63]
                0.00    0.00  248116/372178      _Deque_iterator::_S_buffer_size() [57]
-----------------------------------------------
                0.00    0.00  580568/580568      solve(State &, int) [2]
[64]     0.4    0.00    0.00  580568         Node_iterator, false, false>::operator*()  [64]
                0.00    0.00  580568/2316827     Hash_node_value_base >::_M_v() [34]
-----------------------------------------------
                0.00    0.00  580568/580568      Hashtable_alloc, false> > >::_M_deallocate_nodes(Hash_node, false>*) [68]
[65]     0.4    0.00    0.00  580568         Hashtable_alloc, false> > >::_M_deallocate_node(Hash_node, false>*) [65]
                0.00    0.00  580568/12016439     Hash_node_value_base >::_M_valptr() [14]
                0.00    0.00  580568/2322284     Hashtable_alloc, false> > >::_M_node_allocator() [106]
                0.00    0.00  580568/580568      void allocator_traits, false> > >::destroy >(allocator, false> >&, pair*) [127]
                0.00    0.00  580568/580568      Hashtable_alloc, false> > >::_M_deallocate_node_ptr(Hash_node, false>*) [131]
-----------------------------------------------
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::~_Hashtable() [67]
[66]     0.4    0.00    0.00       1         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::clear() [66]
                0.00    0.00       1/1           Hashtable_alloc, false> > >::_M_deallocate_nodes(Hash_node, false>*) [68]
                0.00    0.00       1/8           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_begin()  [182]
-----------------------------------------------
                0.00    0.00       1/1           unordered_map, equal_to, allocator > >::~unordered_map() [69]
[67]     0.4    0.00    0.00       1         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::~_Hashtable() [67]
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::clear() [66]
                0.00    0.00       1/7           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_deallocate_buckets() [185]
                0.00    0.00       1/1           Hashtable_alloc, false> > >::~_Hashtable_alloc() [236]
-----------------------------------------------
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::clear() [66]
[68]     0.4    0.00    0.00       1         Hashtable_alloc, false> > >::_M_deallocate_nodes(Hash_node, false>*) [68]
                0.00    0.00  580568/580568      Hashtable_alloc, false> > >::_M_deallocate_node(Hash_node, false>*) [65]
                0.00    0.00  580568/5350011     Hash_node, false>::_M_next()  [102]
-----------------------------------------------
                                                 
[69]     0.4    0.00    0.00                 unordered_map, equal_to, allocator > >::~unordered_map() [69]
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::~_Hashtable() [67]
-----------------------------------------------
                0.00    0.00      44/124062      queue > >::size()  [75]
                0.00    0.00  124018/124062      void deque >::_M_push_back_aux(State &) [61]
[70]     0.3    0.00    0.00  124062         deque >::size()  [70]
                0.00    0.00  124062/124062      operator-(_Deque_iterator &, _Deque_iterator &) [71]
-----------------------------------------------
                0.00    0.00  124062/124062      deque >::size()  [70]
[71]     0.3    0.00    0.00  124062         operator-(_Deque_iterator &, _Deque_iterator &) [71]
                0.00    0.00  124062/372178      _Deque_iterator::_S_buffer_size() [57]
-----------------------------------------------
                0.00    0.00  580568/580568      _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_unique_node(unsigned long, unsigned long, Hash_node, false>*, unsigned long) [18]
[72]     0.1    0.00    0.00  580568         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_bucket_begin(unsigned long, Hash_node, false>*) [72]
                0.00    0.00  289568/1991598     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_bucket_index(Hash_node_value, false> &)  [62]
                0.00    0.00  289568/5350011     Hash_node, false>::_M_next()  [102]
-----------------------------------------------
                0.00    0.00  124018/124018      void deque >::_M_push_back_aux(State &) [61]
[73]     0.0    0.00    0.00  124018         deque >::_M_reserve_map_at_back(unsigned long) [73]
                0.00    0.00      39/39          deque >::_M_reallocate_map(unsigned long, bool) [74]
-----------------------------------------------
                0.00    0.00      39/39          deque >::_M_reserve_map_at_back(unsigned long) [73]
[74]     0.0    0.00    0.00      39         deque >::_M_reallocate_map(unsigned long, bool) [74]
                0.00    0.00      78/248116      _Deque_iterator::_M_set_node(State**) [63]
                0.00    0.00      39/39          State** copy(State**, State**, State**) [166]
                0.00    0.00      11/13          unsigned long & max(unsigned long &, unsigned long &) [171]
                0.00    0.00      11/12          _Deque_base >::_M_allocate_map(unsigned long) [178]
                0.00    0.00      11/12          _Deque_base >::_M_deallocate_map(State**, unsigned long) [179]
-----------------------------------------------
                0.00    0.00      44/44          solve(State &, int) [2]
[75]     0.0    0.00    0.00      44         queue > >::size()  [75]
                0.00    0.00      44/124062      deque >::size()  [70]
-----------------------------------------------
                0.00    0.00       1/1           _Deque_base >::_Deque_base() [77]
[76]     0.0    0.00    0.00       1         _Deque_base >::_M_initialize_map(unsigned long) [76]
                0.00    0.00       2/248116      _Deque_iterator::_M_set_node(State**) [63]
                0.00    0.00       2/620218      __deque_buf_size(unsigned long) [117]
                0.00    0.00       1/13          unsigned long & max(unsigned long &, unsigned long &) [171]
                0.00    0.00       1/12          _Deque_base >::_M_allocate_map(unsigned long) [178]
                0.00    0.00       1/1           _Deque_base >::_M_create_nodes(State**, State**) [216]
-----------------------------------------------
                0.00    0.00       1/1           deque >::deque() [78]
[77]     0.0    0.00    0.00       1         _Deque_base >::_Deque_base() [77]
                0.00    0.00       1/1           _Deque_base >::_M_initialize_map(unsigned long) [76]
                0.00    0.00       1/1           _Deque_base >::_Deque_impl::_Deque_impl() [214]
-----------------------------------------------
                0.00    0.00       1/1           queue > >::queue >, void>() [79]
[78]     0.0    0.00    0.00       1         deque >::deque() [78]
                0.00    0.00       1/1           _Deque_base >::_Deque_base() [77]
-----------------------------------------------
                0.00    0.00       1/1           solve(State &, int) [2]
[79]     0.0    0.00    0.00       1         queue > >::queue >, void>() [79]
                0.00    0.00       1/1           deque >::deque() [78]
-----------------------------------------------
                0.00    0.00       1/1           Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&) [12]
[80]     0.0    0.00    0.00       1         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [80]
                0.00    0.00       1/1           Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [81]
                0.00    0.00       1/2322272     tuple&& forward >(remove_reference >::type&) [109]
                0.00    0.00       1/4           tuple&& forward >(remove_reference >::type&) [198]
                0.00    0.00       1/2322272     piecewise_construct_t & forward(remove_reference::type&) [108]
-----------------------------------------------
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [80]
[81]     0.0    0.00    0.00       1         Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [81]
                0.00    0.00       1/12016439     Hash_node_value_base >::_M_valptr() [14]
                0.00    0.00       2/2322284     Hashtable_alloc, false> > >::_M_node_allocator() [106]
                0.00    0.00       1/580568      allocator_traits, false> > >::allocate(allocator, false> >&, unsigned long) [128]
                0.00    0.00       1/580568      Hash_node, false>* __to_address, false> >(Hash_node, false>*) [135]
                0.00    0.00       1/2897395     operator new(unsigned long, void*) [105]
                0.00    0.00       1/580568      Hash_node, false>::_Hash_node() [129]
                0.00    0.00       1/2322272     tuple&& forward >(remove_reference >::type&) [109]
                0.00    0.00       1/2322272     piecewise_construct_t & forward(remove_reference::type&) [108]
                0.00    0.00       1/4           tuple&& forward >(remove_reference >::type&) [198]
                0.00    0.00       1/1           void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [224]
-----------------------------------------------
                0.00    0.00       1/1           unordered_map, equal_to, allocator > >::begin() [83]
[82]     0.0    0.00    0.00       1         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::begin() [82]
                0.00    0.00       1/9699612     Node_iterator, false, false>::_Node_iterator(Hash_node, false>*) [29]
                0.00    0.00       1/8           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_begin()  [182]
-----------------------------------------------
                0.00    0.00       1/1           solve(State &, int) [2]
[83]     0.0    0.00    0.00       1         unordered_map, equal_to, allocator > >::begin() [83]
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::begin() [82]
-----------------------------------------------
                0.00    0.00 10486086/10486086     Hash_node_value_base >::_M_valptr()  [43]
[90]     0.0    0.00    0.00 10486086         __gnu_cxx::__aligned_buffer >::_M_ptr()  [90]
                0.00    0.00 10486086/10486086     __gnu_cxx::__aligned_buffer >::_M_addr()  [91]
-----------------------------------------------
                0.00    0.00 10486086/10486086     __gnu_cxx::__aligned_buffer >::_M_ptr()  [90]
[91]     0.0    0.00    0.00 10486086         __gnu_cxx::__aligned_buffer >::_M_addr()  [91]
-----------------------------------------------
                0.00    0.00 10486086/10486086     tuple_element >::type & get(pair &) [93]
[92]     0.0    0.00    0.00 10486086         unsigned int & __pair_get::__const_get(pair &) [92]
-----------------------------------------------
                0.00    0.00 10486086/10486086     decltype ((get)((forward &>)({parm#1}))) Select1st::operator() &>(pair &)  [41]
[93]     0.0    0.00    0.00 10486086         tuple_element >::type & get(pair &) [93]
                0.00    0.00 10486086/10486086     unsigned int & __pair_get::__const_get(pair &) [92]
-----------------------------------------------
                0.00    0.00 3068837/9945190     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_bucket_index(Hash_node_value, false> &, unsigned long)  [37]
                0.00    0.00 6876353/9945190     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long)  [101]
[94]     0.0    0.00    0.00 9945190         Mod_range_hashing::operator()(unsigned long, unsigned long)  [94]
-----------------------------------------------
                0.00    0.00 9945185/9945185     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_hash_code(unsigned int &)  [28]
[95]     0.0    0.00    0.00 9945185         Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_hash()  [95]
                0.00    0.00 9945185/9945185     Hashtable_ebo_helper, true>::_M_cget()  [96]
-----------------------------------------------
                0.00    0.00 9945185/9945185     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_hash()  [95]
[96]     0.0    0.00    0.00 9945185         Hashtable_ebo_helper, true>::_M_cget()  [96]
-----------------------------------------------
                0.00    0.00 7417249/7417249     Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_M_equals(unsigned int &, unsigned long, Hash_node_value, false> &)  [19]
[97]     0.0    0.00    0.00 7417249         Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_M_eq()  [97]
                0.00    0.00 7417249/7417249     Hashtable_ebo_helper, true>::_M_cget()  [98]
-----------------------------------------------
                0.00    0.00 7417249/7417249     Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_M_eq()  [97]
[98]     0.0    0.00    0.00 7417249         Hashtable_ebo_helper, true>::_M_cget()  [98]
-----------------------------------------------
                0.00    0.00 7417249/7417249     Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_M_equals(unsigned int &, unsigned long, Hash_node_value, false> &)  [19]
[99]     0.0    0.00    0.00 7417249         equal_to::operator()(unsigned int &, unsigned int &)  [99]
-----------------------------------------------
                0.00    0.00       5/6876353     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_unique_node(unsigned long, unsigned long, Hash_node, false>*, unsigned long) [18]
                0.00    0.00  580567/6876353     Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int &) [9]
                0.00    0.00 1736260/6876353     Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&) [12]
                0.00    0.00 4559521/6876353     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::find(unsigned int &) [5]
[100]    0.0    0.00    0.00 6876353         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_bucket_index(unsigned long)  [100]
                0.00    0.00 6876353/6876353     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long)  [101]
-----------------------------------------------
                0.00    0.00 6876353/6876353     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_bucket_index(unsigned long)  [100]
[101]    0.0    0.00    0.00 6876353         Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long)  [101]
                0.00    0.00 6876353/9945190     Mod_range_hashing::operator()(unsigned long, unsigned long)  [94]
-----------------------------------------------
                0.00    0.00  289568/5350011     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_bucket_begin(unsigned long, Hash_node, false>*) [72]
                0.00    0.00  580568/5350011     Node_iterator_base, false>::_M_incr() [132]
                0.00    0.00  580568/5350011     Hashtable_alloc, false> > >::_M_deallocate_nodes(Hash_node, false>*) [68]
                0.00    0.00 1077239/5350011     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash_aux(unsigned long, integral_constant) [15]
                0.00    0.00 2822068/5350011     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_find_before_node(unsigned long, unsigned int &, unsigned long)  [4]
[102]    0.0    0.00    0.00 5350011         Hash_node, false>::_M_next()  [102]
-----------------------------------------------
                0.00    0.00 4559521/4559521     solve(State &, int) [2]
[103]    0.0    0.00    0.00 4559521         State::State(State &, signed char, signed char, signed char) [103]
-----------------------------------------------
                0.00    0.00  124018/3596536     void deque >::_M_push_back_aux(State &) [61]
                0.00    0.00 1736259/3596536     decltype (::new ((void*)(0)) State((declval)())) construct_at(State*, State &) [115]
                0.00    0.00 1736259/3596536     void allocator_traits >::construct(allocator&, State*, State &) [31]
[104]    0.0    0.00    0.00 3596536         State & forward(remove_reference::type&) [104]
-----------------------------------------------
                0.00    0.00       1/2897395     Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [81]
                0.00    0.00       1/2897395     decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [243]
                0.00    0.00  580567/2897395     Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [36]
                0.00    0.00  580567/2897395     decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&) [55]
                0.00    0.00 1736259/2897395     decltype (::new ((void*)(0)) State((declval)())) construct_at(State*, State &) [115]
[105]    0.0    0.00    0.00 2897395         operator new(unsigned long, void*) [105]
-----------------------------------------------
                0.00    0.00       2/2322284     Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [81]
                0.00    0.00       6/2322284     Hashtable_alloc, false> > >::_M_deallocate_buckets(Hash_node_base**, unsigned long) [194]
                0.00    0.00       6/2322284     Hashtable_alloc, false> > >::_M_allocate_buckets(unsigned long) [193]
                0.00    0.00  580568/2322284     Hashtable_alloc, false> > >::_M_deallocate_node(Hash_node, false>*) [65]
                0.00    0.00  580568/2322284     Hashtable_alloc, false> > >::_M_deallocate_node_ptr(Hash_node, false>*) [131]
                0.00    0.00 1161134/2322284     Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [36]
[106]    0.0    0.00    0.00 2322284         Hashtable_alloc, false> > >::_M_node_allocator() [106]
                0.00    0.00 2322284/2322284     Hashtable_ebo_helper, false> >, true>::_M_get() [107]
-----------------------------------------------
                0.00    0.00 2322284/2322284     Hashtable_alloc, false> > >::_M_node_allocator() [106]
[107]    0.0    0.00    0.00 2322284         Hashtable_ebo_helper, false> >, true>::_M_get() [107]
